feature,importance
cs20m098,0.0008678424019308295
cs17j001,0.0008673447573528392
cr19l030,0.0008641416407044744
cw16i411,0.0008639199659228325
cp19k112,0.000860088097397238
cv20l147,0.0008586407238908578
cf17j453,0.000852005323395133
brutoink_2017,0.0008489991714668577
cp11d111,0.000848164374474436
cr20m119,0.0008471930141240591
cv18j213,0.0008459870396109181
cw14g003,0.0008418029301537899
woning_2018,0.000841091270558536
cw15h505,0.0008372950223929365
ci20m379,0.0008364830973732751
cv16h047,0.0008327114992425777
cf19l507,0.000821954949060455
cv20l289,0.0008182788496924331
ci20m322,0.0008181148505173041
cv20l224,0.000817055202787742
ch16i258,0.0008162542799254879
cs16i390,0.0008129518828354776
ci20m265,0.0008126379816530971
ci18k020,0.0008112790528684855
cf20m129,0.000808879334726953
cp20l126,0.0008086938305496005
cs19l124,0.0008072863420238718
cs17j231,0.000803647988504963
cv20l310,0.0008020220534490363
ch19l207,0.0007986389646248426
cw17j078,0.0007952323649078608
brutoink_f_2020,0.0007922378590592416
ci19l372,0.000789609614002984
cs10c340,0.0007883215366746299
cp17i018,0.0007874072216509376
cv19k019,0.0007866451396694174
ci18k243,0.0007847772767490824
cv20l027,0.0007829125825082883
ci08a244,0.0007817993755452335
cp20l058,0.0007815847347956151
ci08a263,0.0007815128192305565
cs20m028,0.0007809443168298458
cf17j507,0.0007805511995684355
oplcat_2020,0.0007788561442794162
cv18j120,0.0007784045301377773
cf10c135,0.0007754251782898791
cw20m501,0.0007750693350772053
cv20l276,0.0007744333561277017
cv18j030,0.0007735115032119211
woonvorm_2017,0.0007728023338131607
cf11d391,0.000771480001276359
cs12e129,0.0007710610516369343
cp20l010,0.000769502847106196
cw12e422,0.0007694919577261317
cs16i082,0.0007690085913054645
cp19k055,0.000768703299399931
cf17j003,0.0007638006245542783
cd20m010,0.0007579953089589253
cv20l230,0.0007562370228697546
cv20l109,0.0007561803795397282
ci20m320,0.0007558256420452381
cs20m106,0.000753856419009935
belbezig_2017,0.0007534253054473083
cf16i397,0.0007527730704168789
cp14g178,0.0007522203959524632
cf20m504,0.0007517707531405904
ch19l209,0.0007516275363741443
cr20m120,0.0007508085654990282
cv20l006,0.0007490333555324469
cw11d005,0.0007470387208741158
ci10c160,0.0007454356527887285
cf20m011,0.0007452499999089923
cs17j449,0.0007421660939144203
cw20m131,0.0007395397879008669
cp19k010,0.000735020779302431
cw20m498,0.0007337478673434816
cp20l133,0.000733747129004314
cf13f417,0.0007333781832130626
cs20m572,0.0007333397463753499
cs17j362,0.0007242467254400253
cw20m581,0.0007238373127620434
cv17i231,0.0007208034658106044
cs14g261,0.0007163460250012577
cp14g048,0.000714393230737187
cf10c166,0.0007133150065783411
cr18k107,0.0007129003861336969
cd20m078,0.0007127402459445875
cp20l142,0.0007121951930457726
cp11d073,0.0007121030066628009
oplzon_2014,0.0007117056411516387
cs20m131,0.000710020733095007
ci19l101,0.0007095277373991848
cp20l103,0.0007057492275635013
ch17j187,0.000705165908584604
cv20l026,0.0007050948333926499
cv20l106,0.0007004229901212966
ca16e008,0.0006995463045313954
cs20m220,0.0006983648054301739
ch18k153,0.0006971356342546642
cw20m595,0.0006946450448594987
cv19k020,0.0006909789517521858
cf19l449,0.0006869631906738505
cp14g037,0.0006864213719381951
cs09b364,0.0006858761771582067
cp20l036,0.0006848658103990601
cw20m145,0.000683379261090522
cv18j015,0.0006832278704678174
cd19l028,0.0006828003697592067
cr20m134,0.0006826477133472508
cw19l502,0.0006807578101870604
cs20m425,0.0006799651237088256
ca20g023,0.0006785539899283322
ch20m264,0.0006781590927857906
ci18k317,0.0006758849922334775
ci18k355,0.0006739010386809241
cs18k438,0.0006730945315212011
cs20m439,0.0006724935155943967
nomem_encr,0.000672183003189275
ci19l315,0.0006712584599881666
cv19k016,0.0006702989339828491
ch18k210,0.0006672599206467567
ch17j193,0.0006672433974017622
cp11d114,0.0006632903532590717
ch20m017,0.0006631652067881078
cs20m385,0.000662632852254319
ch13g261,0.0006615295424126089
cr18k041,0.0006604796417377656
cp17i036,0.0006589091226487653
cf18k487,0.0006580777699127793
cs19l377,0.0006580019544344395
cv19k289,0.0006579703331226483
cr15h094,0.0006570087962245452
ci20m339,0.0006569178694917355
cs20m377,0.0006544076886711991
cw08a045,0.0006522933836095035
cd18k040,0.0006511867177323438
cs20m378,0.0006489241059171036
cw18k150,0.0006487149803433567
cp11d190,0.0006486262427642941
ch17j259,0.0006483408292297099
ch20m253,0.0006481676696239447
cp20l152,0.0006471451961260755
cv16h107,0.0006468837382271886
cs20m219,0.0006460959266405553
cp20l122,0.0006460846434492851
cp20l076,0.0006448535423260182
cf14g395,0.0006447939667850733
ci13f326,0.0006444284372264519
cs17j327,0.0006440582728828304
ch20m256,0.0006427549833460944
ch18k145,0.0006417128606699407
cp14g098,0.0006399145204341039
cf20m180,0.0006369358197844122
cv18j041,0.0006368110648509173
cv13f142,0.0006361265550367534
cp20l059,0.0006340047693811357
cf18k147,0.0006323223606159445
cs20m500,0.0006308332358457847
cf20m028,0.0006301387020357652
cp11d132,0.0006295080529525876
ci17j236,0.0006287515279836953
cp20l146,0.0006284745686571114
cp20l077,0.0006257420191104757
cp20l041,0.0006247205201361794
brutoink_2015,0.0006227558915270492
cp20l028,0.0006225848337635398
cw17j382,0.0006224568396646646
cf20m239,0.0006222400979822851
ci20m326,0.0006206549114722293
ca20g055,0.0006185664769873256
cs19l350,0.0006170568121888209
cs18k419,0.0006156117160571739
ch20m002,0.0006144199123809813
cs19l425,0.0006129691282694694
ci20m140,0.0006114145799074322
cv19k001,0.0006083639891585335
ch20m024,0.0006075704513932578
cv20l241,0.0006063696855562739
cp20l042,0.0006056152610653953
cf17j005,0.0006055780795577448
cp19k056,0.0006039688596501946
cf17j456,0.000603062282607425
cf17j031,0.0006030476652085781
cr17j038,0.0006026841001585126
cv19k276,0.0006020797300152481
cd19l083,0.0006014284444972873
cf20m516,0.0006012466874381062
cs19l376,0.0006002315867590369
brutoink_f_2010,0.0005977329565212131
cr16i110,0.0005973591469228268
cf20m487,0.0005963826333754696
cs18k267,0.0005957007933830027
cf19l218,0.0005950883096375037
cf20m009,0.0005947692297922913
cs18k279,0.0005928921655140584
cd20m027,0.0005925322839175351
cs20m446,0.0005922030541114509
cf18k396,0.0005897479258791805
cf20m026,0.000588647462791414
cw14g382,0.000588018556300085
cv19k215,0.0005868528423889074
cs18k284,0.0005866644651177921
cs17j495,0.0005859828547727375
cr18k037,0.0005859149368916405
cv20l253,0.0005857113283127546
cs20m286,0.000585616387979826
cr19l113,0.0005847004358656704
cw20m599,0.0005845691175636603
woning_2020,0.0005821386585012078
cd19l092,0.0005810908842249773
ch19l002,0.0005797707635792904
cs17j386,0.0005790575487480965
ci12e322,0.0005782744483440183
cs17j165,0.0005780786250397796
cs18k337,0.0005775617391918786
ci18k006,0.0005746772803831846
cp20l164,0.0005745629969169386
ci18k002,0.0005745436938013881
cf10c004,0.0005729076619900297
cs20m029,0.0005716323103115428
cr20m030,0.0005710946970793884
cv20l039,0.0005709824722543999
ci19l380,0.0005708962980861543
cv19k301,0.000568521129025612
cf17j396,0.0005671561229974031
cv20l274,0.0005654176984535297
cp17i014,0.0005642925389111042
cf18k030,0.0005637925351038575
cp20l011,0.0005636264831991866
cr20m181,0.0005633591099467594
cv20l275,0.0005624279438052326
oplmet_2020,0.0005595765724137891
cw20m502,0.0005593502078227175
brutoink_2020,0.0005593133278125606
cp20l078,0.0005588976227954845
cp20l199,0.0005576851544901729
cf10c_m,0.0005574410497501958
cr13f117,0.0005566580803133547
cs20m277,0.0005559843684750376
cp17i156,0.0005550229325308464
cs18k138,0.0005548121407628059
cw20m326,0.0005512285279110074
cp18j155,0.0005505622248165309
cp20l203,0.000547438336070627
cs17j227,0.0005472020231991337
cp19k011,0.0005447394441944198
cd20m008,0.0005435901393866516
cf18k137,0.0005434170452645048
cw20m499,0.000543319882126525
ca20g065,0.000541804716704064
cv18j216,0.0005412419559434056
cs19l267,0.000537507079570787
cw20m134,0.0005368309466575738
cw18k385,0.0005366007790144067
cr17j120,0.0005359025817597285
cv18j108,0.0005323957884684205
cf12e004,0.0005318952046877712
cw18k405,0.0005301755736581981
cw20m128,0.0005290844474075129
cs20m181,0.0005286678042466519
cv19k292,0.0005285954684950411
cv20l041,0.0005278124190226663
ch15h258,0.0005270963301882148
cf17j147,0.0005269235698506236
ch20m165,0.0005260658945189789
cr09b030,0.0005252326373010874
oplzon_2013,0.000525045330505236
cv19k123,0.000523719354532659
cf15h130,0.0005221400715527125
cp17i013,0.0005210667950450443
ch18k146,0.0005209434602875262
cf11d009,0.0005205819161346881
cw16i005,0.0005192610697122291
cv20l119,0.0005190509166368429
cs17j379,0.0005187949864193797
ci15h160,0.0005181931919651106
cw19l356,0.0005175438054720871
cf20m022,0.0005138252781762276
ch19l130,0.0005137368825671729
ch17j200,0.000510147845488973
cw18k427,0.0005101005081087351
cp19k146,0.0005091318016638979
ca20g067,0.0005072755993751343
cp15h012,0.0005072191706858575
ch20m016,0.000507087507912729
cv20l297,0.0005070670922577847
cs18k126,0.0005056842655903893
ch18k262,0.0005049604369560257
cw13f188,0.0005047023296356201
ch20m259,0.0005047013073635753
cp20l156,0.0005032209774071816
cp11d152,0.0005029689054936171
cw20m136,0.0005020118614993407
ca20g063,0.0005010443892388139
cv18j280,0.0004994935550257651
cf20m018,0.0004987613829143811
ci17j321,0.000498653833346907
ch18k130,0.000497652970807394
cp18j207,0.0004974498879164457
ch18k192,0.0004974454568582587
cs15h378,0.0004969863639416872
cp19k141,0.0004965417244875425
cp13f033,0.00049617636250332
cv18j037,0.0004956080138072139
cd18k002,0.0004948233563482063
cs17j324,0.0004942551604472101
cp20l026,0.0004941142105963081
cv18j267,0.0004940900289511774
cv12e191,0.0004940619110129774
cp20l057,0.0004940386570524424
ci20m377,0.0004914792712042981
cw19l012,0.0004909643612336367
cw16i547,0.0004892939468845725
cp20l112,0.0004890831687589525
cp17i151,0.0004890535492449999
ci18k314,0.0004884467925876379
cw17j434,0.00048798281932249665
cv20l295,0.0004854298476857366
cw19l122,0.00048403449181932956
cw18k412,0.00048364861868321896
cd20m009,0.000482313032989623
cp08a011,0.00048172479728236794
cs19l227,0.00048123268061317503
cf20m436,0.00047937986164470203
brutohh_f_2010,0.0004790770399267785
cs17j339,0.0004783487420354504
cv18j217,0.0004769043634951231
cs19l449,0.0004765837948070839
cv16h220,0.00047577134682796896
ca18f007,0.000475177017506212
cs20m166,0.00047426049422938377
cs15h269,0.00047347191139124334
cs12e252,0.00047144427662715316
cw17j052,0.00047061579243745655
cf17j157,0.00047061359509825706
cp11d032,0.00046977988677099347
cw10c498,0.00046932947589084506
cv19k294,0.0004677598963098717
ci17j239,0.00046680098603246734
cp19k046,0.00046663120156154037
cv19k034,0.00046641902008559555
cp14g169,0.0004661653219955042
ci17j065,0.0004661187995225191
cf20m506,0.000466010091258795
oplmet_2019,0.00046393367665586993
cw15h137,0.000463851320091635
cd20m083,0.000463583857708727
cp17i011,0.0004619758256012574
cs17j421,0.00046106934314593673
cv18j111,0.0004602051340043545
cs19l277,0.00046013038081582636
cv20l316,0.000459774756564002
cw17j064,0.00045950821368023753
cp20l155,0.0004594084166456014
cd20m014,0.0004584418511512922
cd20m038,0.0004579884516715538
ci17j355,0.00045751967809337657
ci20m264,0.0004573862097458914
cw11d379,0.00045588277862407267
ci11d002,0.0004556492785923183
cs18k480,0.0004546671116258949
cs20m560,0.00045429142483044416
cd19l019,0.00045413888847178896
cp18j043,0.00045348075218498707
cf18k022,0.00045336936636886094
ci20m321,0.0004532679749900126
cp20l135,0.00045274629519553855
cs20m426,0.00045169522854848765
cs20m206,0.0004516695080383215
cs16i026,0.00045089711784385145
ci19l236,0.0004494346658248105
cs20m484,0.0004471302599995397
cv20l160,0.00044566483120433986
cv20l285,0.00044540725502884015
cv18j222,0.0004436931340023875
cf09b166,0.0004429263644851744
cp20l154,0.0004427558324096026
ch20m255,0.0004426657178555615
cv19k021,0.00044249542406760156
cv20l294,0.00044242159856366925
cp20l191,0.00044147264327421
cp19k022,0.0004413337665027939
ci18k353,0.0004407527740113437
cv20l300,0.0004389420100778807
ci16i292,0.0004379970923764631
cv19k103,0.00043793381337309256
cs10c046,0.0004379114543553442
cp20l159,0.0004375995049485937
cv20l028,0.0004373657475298387
cf16i013,0.00043641166121233255
cp20l054,0.00043571420246735215
ca14d013,0.0004354207412688993
ci19l140,0.00043491265387274325
cd20m052,0.00043479373562149704
cf20m247,0.0004345696943346411
nettoink_2017,0.00043391329199948814
cw17j072,0.0004315941478125751
cw19l427,0.00043120732880197465
cp11d112,0.00043053427361883223
cr20m158,0.00043011032130380045
cp20l125,0.0004300758882891387
cr20m112,0.00042925059142362443
cf16i484,0.00042890657277894206
cv17i162,0.0004288121053832583
cv18j230,0.00042693252999015385
cs12e128,0.0004263950977474451
cp20l067,0.0004260316272848286
cw20m428,0.0004257317086739931
cs19l343,0.00042530220525804907
cp18j008,0.0004247825709171593
cw19l390,0.00042370977462269366
cw16i050,0.0004227388999424875
cf19l162,0.0004220442788209766
cv19k039,0.0004212971098240814
ch15h017,0.00042067901813425124
cp19k147,0.000420347412728006
cf19l397,0.0004200624382519891
ci18k263,0.00041997601510956883
cp19k059,0.000419943178712856
cs14g427,0.00041992467595264316
cv20l016,0.00041902879638655577
cv16h216,0.00041892258741427213
cs20m365,0.0004182866759947501
cd17j014,0.00041818604222498834
ci20m372,0.0004178814142505871
cw12e380,0.00041728724318090826
cs17j175,0.00041709496872499585
cv18j020,0.00041632564170868136
ci16i319,0.00041503151805954985
cp09b011,0.0004144821432419121
cw18k424,0.00041397121822228655
cw20m410,0.0004130163724767044
cs20m191,0.0004129294111407944
cf20m003,0.00041214056545868516
nettoink_2015,0.0004109495203010738
ch20m135,0.00041086993223871104
cd20m081,0.00041061190859181806
cv19k303,0.0004105941518446343
cp17i110,0.00041029491694644094
cs11d377,0.0004099578072782606
cp11d107,0.0004087389970663935
cw17j428,0.0004086361877853051
cv17i128,0.0004082827945239842
cv19k212,0.0004082646337337792
cs14g487,0.0004076634650118649
cs18k320,0.0004072444644407369
cs09b001,0.00040667090797796845
cs20m359,0.00040650029404787347
cw18k012,0.0004062154403072782
cs17j415,0.0004062096022607875
ci15h052,0.000405692495405674
cp19k018,0.00040441385192480084
ci19l226,0.0004042358632432297
ch17j252,0.0004042308355565183
cp11d006,0.00040414961404167116
cp17i124,0.0004041061984025873
brutohh_f_2019,0.00040367963492826675
cp17i165,0.0004032487850054167
cs20m597,0.00040299240663443925
cs16i280,0.00040209569124272093
ci09b160,0.000402071193093434
cf11d418,0.0004019433108624071
cp20l070,0.00040172475564759225
cs12e339,0.00040160841308534145
cs15h182,0.0004012173449154943
cp19k192,0.0003999325999757275
cs18k330,0.00039973344246391207
cv18j266,0.00039953524787961214
ch20m011,0.0003987874461586216
ca16e055,0.00039787952846381813
cv20l282,0.0003967203701904509
cw20m309,0.0003966597705584718
cf20m182,0.0003963272502005566
cf17j128,0.00039573815956828184
cw20m610,0.00039567676321894396
cv18j032,0.00039497786565334536
cp20l150,0.0003930628372472711
ci16i002,0.0003928183577954769
cs20m284,0.00039162250322988257
ch16i193,0.00039072599611245096
cr18k081,0.00039037808892317116
TijdB_deel2,0.0003901074414898176
cs19l412,0.00038986827712506056
ci18k315,0.0003891057895089034
cs20m409,0.0003879169817082584
ci16i322,0.00038789957397966646
ci19l319,0.0003874503672705032
nettoink_2016,0.0003871714579872787
cs19l329,0.00038702990968886297
cs18k422,0.00038587796734645963
burgstat_2019,0.00038577445411647204
cp17i190,0.0003851440196740441
cv20l283,0.00038497762398037594
cv18j302,0.00038422441139118746
cs20m231,0.00038389200017263647
cs20m497,0.0003838805641862564
cs20m039,0.00038379302714020014
cf11d166,0.00038349571332219057
cv19k298,0.0003834113822449581
cf17j018,0.00038149808096932247
cv19k104,0.00038017470251361374
cs15h243,0.0003799607147811912
cf20m242,0.0003793078431044705
oplcat_2019,0.0003786551551456796
cs20m126,0.0003783561896852916
cw18k498,0.00037755154426122317
cf17j022,0.0003772386307900888
cd19l078,0.00037602276643156074
cs17j378,0.00037581809010589495
sted_2020,0.00037563422301900573
cp18j190,0.0003751168442249764
cf20m005,0.0003736628136721265
cw20m291,0.00037288752901076805
cv20l129,0.0003725437463799608
cw18k003,0.00037179538230702747
cv20l025,0.00037159680505283177
cp20l105,0.00036987346288697154
ci20m309,0.00036976220826545614
cs20m174,0.0003696244239108637
cr17j106,0.0003693286853376776
cp18j189,0.00036929972702637315
ci20m337,0.0003679915780594456
cw17j127,0.0003679061435377662
cp20l186,0.00036706699029309675
cf17j009,0.0003670036718403935
cs17j157,0.00036700199598271865
cp18j186,0.0003654548909253208
cp20l120,0.0003651902852652711
ci20m209,0.0003649894679256249
cs16i231,0.0003641808434622362
cp20l015,0.00036408720211511536
cs14g473,0.00036393277696333826
cf20m164,0.0003625508179538883
cv17i249,0.0003621008072514087
ch19l006,0.0003619542867454584
cp13f032,0.0003617608454078436
cp15h004,0.0003601355419959873
cf20m453,0.00036001774060423486
netinc_2015,0.00035924285475630313
cr17j104,0.0003590541600715369
cs20m480,0.00035898434362025
cp20l029,0.00035846296941599576
cw18k287,0.0003577585084713064
cp19k193,0.00035741372857955866
cp20l189,0.0003568726260709809
ci20m261,0.00035686941191670485
ch09c073,0.00035678723361343145
cs20m472,0.00035645732350531034
cs17j021,0.0003562702622730285
cs20m054,0.0003562457532098051
cs19l292,0.0003549925131665077
cv11d160,0.0003547003125277115
cs20m495,0.00035292649545226595
cv20l219,0.00035291071981191635
cs18k414,0.0003527261142153293
cr19l134,0.0003527152439346537
cp11d121,0.0003523106570355594
cr19l117,0.00035223126269556815
cv19k221,0.00035211752401664853
cs20m199,0.00035164557266398333
cp19k204,0.00035117681090923725
cf17j184,0.0003507656347210286
cp19k053,0.0003505098611640278
cf15h005,0.0003502833060338162
cs19l280,0.00035025025135837495
cp19k149,0.00034965461236424744
ch18k258,0.0003495424516586354
ca20g025,0.00034945162042276934
cv19k027,0.0003494054726616014
cp19k154,0.0003490119052003138
cs10c329,0.0003481266903690994
cv19k030,0.00034763994335662574
cw14g050,0.000347402470652014
ca20g066,0.00034726253306871513
cp20l075,0.00034609682916197926
ch20m257,0.0003460835214355029
ch20m076,0.00034577112819533795
cf19l129,0.0003457687316767988
ca18f066,0.00034553893783595413
cf18k397,0.0003455037185631227
ci20m378,0.0003452850532994489
cv19k035,0.0003450963122304529
cr20m152,0.000344798740115948
ch20m138,0.000344576570114441
cf20m203,0.000344538218996604
cs15h163,0.0003444442118052393
cp20l206,0.0003443962832534453
cp17i026,0.00034344220875937026
cs16i469,0.00034334827796556056
ci09b263,0.00034303776919841766
ch10d249,0.00034206087002530694
cp14g170,0.0003417764382902533
cf16i030,0.00034167675039498135
cs20m503,0.00034072475136781577
ch20m151,0.00034050640533678234
ci20m373,0.00034006944770226255
cs19l328,0.0003391405916772783
cr20m155,0.00033866980447783135
cw20m140,0.0003383178263902664
cf17j455,0.000338267142069526
ci20m204,0.0003381807473488152
cp13f171,0.0003379758563823998
cv20l045,0.00033780126250348985
cs17j149,0.0003370469275978394
cw19l133,0.0003370142585481517
cs20m410,0.00033685799144222983
ci16i320,0.0003366868641023757
cp15h189,0.0003364283256814815
cp19k042,0.0003363140276633203
ca18f071,0.0003357596360729076
ci17j011,0.0003349851685925387
cw20m447,0.0003349433645780664
cp20l034,0.00033410215110052377
brutoink_2012,0.0003336769368615933
cs20m402,0.0003334381970034883
cw20m042,0.00033273838062086725
cs20m397,0.00033272265500272624
cr15h022,0.00033249074476771057
cs17j332,0.0003320877440273762
cv18j153,0.00033179158344864845
ci20m384,0.000331546129018534
cp20l062,0.0003314490313641727
cs20m369,0.00033124766196124256
cf20m153,0.0003309215353510808
cv19k151,0.00033081433502957225
cs10c383,0.0003308035957161337
cv18j001,0.0003305768950667698
cp19k199,0.00032975023350445554
cv20l019,0.00032942152665782487
cs20m125,0.00032820716114656534
cs20m162,0.00032773336806712905
cs20m343,0.0003273141087447584
cs20m164,0.0003269783628638834
cw20m122,0.0003261333295085933
cw18k062,0.00032560137333348393
cp18j135,0.0003248979992349632
cf20m395,0.0003248252642151783
cr18k120,0.0003247511776862666
cf18k129,0.00032437697882414795
cs16i042,0.0003243045648559928
cw16i545,0.00032353928872908
cs20m228,0.00032292136893374845
ci17j263,0.00032261506748909596
cp18j051,0.0003225973923690617
cs20m064,0.000322486441291403
cp18j005,0.0003221319639123976
cf20m452,0.00032097955681820167
cf14g394,0.00032097180701384787
cs19l187,0.00032014132011681795
ci20m314,0.00032008750349632464
cp10c024,0.0003198058984708041
ch20m045,0.000319585367833497
cs12e125,0.00031939358450472355
